RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,TOT_COHORT,TOT_OVERALL,TOT_APPREN,TOT_EDUCATION,TOT_FE,TOT_HE,TOT_OTHER_EDU,TOT_EMPLOYMENT,TOT_NOT_SUSTAINED,TOT_NOT_CAPTURED,TOT_OVERALLPER,TOT_APPRENPER,TOT_EDUCATIONPER,TOT_FEPER,TOT_HEPER,TOT_OTHER_EDUPER,TOT_EMPLOYMENTPER,TOT_NOT_SUSTAINEDPER,TOT_NOT_CAPTUREDPER,TOT_COHORT_DIS,TOT_OVERALL_DIS,TOT_APPREN_DIS,TOT_EDUCATION_DIS,TOT_FE_DIS,TOT_HE_DIS,TOT_OTHER_EDU_DIS,TOT_EMPLOYMENT_DIS,TOT_NOT_SUSTAINED_DIS,TOT_NOT_CAPTURED_DIS,TOT_OVERALLPER_DIS,TOT_APPRENPER_DIS,TOT_EDUCATIONPER_DIS,TOT_FEPER_DIS,TOT_HEPER_DIS,TOT_OTHER_EDUPER_DIS,TOT_EMPLOYMENTPER_DIS,TOT_NOT_SUSTAINEDPER_DIS,TOT_NOT_CAPTUREDPER_DIS,TOT_COHORT_NONDIS,TOT_OVERALL_NONDIS,TOT_APPREN_NONDIS,TOT_EDUCATION_NONDIS,TOT_FE_NONDIS,TOT_HE_NONDIS,TOT_OTHER_EDU_NONDIS,TOT_EMPLOYMENT_NONDIS,TOT_NOT_SUSTAINED_NONDIS,TOT_NOT_CAPTURED_NONDIS,TOT_OVERALLPER_NONDIS,TOT_APPRENPER_NONDIS,TOT_EDUCATIONPER_NONDIS,TOT_FEPER_NONDIS,TOT_HEPER_NONDIS,TOT_OTHER_EDUPER_NONDIS,TOT_EMPLOYMENTPER_NONDIS,TOT_NOT_SUSTAINEDPER_NONDIS,TOT_NOT_CAPTUREDPER_NONDIS,L3_COHORT,L3_OVERALL,L3_APPREN,L3_EDUCATION,L3_FE,L3_HE,L3_OTHER_EDU,L3_EMPLOYMENT,L3_NOT_SUSTAINED,L3_NOT_CAPTURED,L3_OVERALLPER,L3_APPRENPER,L3_EDUCATIONPER,L3_FEPER,L3_HEPER,L3_OTHER_EDUPER,L3_EMPLOYMENTPER,L3_NOT_SUSTAINEDPER,L3_NOT_CAPTUREDPER,L3_COHORT_DIS,L3_OVERALL_DIS,L3_APPREN_DIS,L3_EDUCATION_DIS,L3_FE_DIS,L3_HE_DIS,L3_OTHER_EDU_DIS,L3_EMPLOYMENT_DIS,L3_NOT_SUSTAINED_DIS,L3_NOT_CAPTURED_DIS,L3_OVERALLPER_DIS,L3_APPRENPER_DIS,L3_EDUCATIONPER_DIS,L3_FEPER_DIS,L3_HEPER_DIS,L3_OTHER_EDUPER_DIS,L3_EMPLOYMENTPER_DIS,L3_NOT_SUSTAINEDPER_DIS,L3_NOT_CAPTUREDPER_DIS,L3_COHORT_NONDIS,L3_OVERALL_NONDIS,L3_APPREN_NONDIS,L3_EDUCATION_NONDIS,L3_FE_NONDIS,L3_HE_NONDIS,L3_OTHER_EDU_NONDIS,L3_EMPLOYMENT_NONDIS,L3_NOT_SUSTAINED_NONDIS,L3_NOT_CAPTURED_NONDIS,L3_OVERALLPER_NONDIS,L3_APPRENPER_NONDIS,L3_EDUCATIONPER_NONDIS,L3_FEPER_NONDIS,L3_HEPER_NONDIS,L3_OTHER_EDUPER_NONDIS,L3_EMPLOYMENTPER_NONDIS,L3_NOT_SUSTAINEDPER_NONDIS,L3_NOT_CAPTUREDPER_NONDIS,L2_COHORT,L2_OVERALL,L2_APPREN,L2_EDUCATION,L2_FE,L2_HE,L2_OTHER_EDU,L2_EMPLOYMENT,L2_NOT_SUSTAINED,L2_NOT_CAPTURED,L2_OVERALLPER,L2_APPRENPER,L2_EDUCATIONPER,L2_FEPER,L2_HEPER,L2_OTHER_EDUPER,L2_EMPLOYMENTPER,L2_NOT_SUSTAINEDPER,L2_NOT_CAPTUREDPER,L2_COHORT_DIS,L2_OVERALL_DIS,L2_APPREN_DIS,L2_EDUCATION_DIS,L2_FE_DIS,L2_HE_DIS,L2_OTHER_EDU_DIS,L2_EMPLOYMENT_DIS,L2_NOT_SUSTAINED_DIS,L2_NOT_CAPTURED_DIS,L2_OVERALLPER_DIS,L2_APPRENPER_DIS,L2_EDUCATIONPER_DIS,L2_FEPER_DIS,L2_HEPER_DIS,L2_OTHER_EDUPER_DIS,L2_EMPLOYMENTPER_DIS,L2_NOT_SUSTAINEDPER_DIS,L2_NOT_CAPTUREDPER_DIS,L2_COHORT_NONDIS,L2_OVERALL_NONDIS,L2_APPREN_NONDIS,L2_EDUCATION_NONDIS,L2_FE_NONDIS,L2_HE_NONDIS,L2_OTHER_EDU_NONDIS,L2_EMPLOYMENT_NONDIS,L2_NOT_SUSTAINED_NONDIS,L2_NOT_CAPTURED_NONDIS,L2_OVERALLPER_NONDIS,L2_APPRENPER_NONDIS,L2_EDUCATIONPER_NONDIS,L2_FEPER_NONDIS,L2_HEPER_NONDIS,L2_OTHER_EDUPER_NONDIS,L2_EMPLOYMENTPER_NONDIS,L2_NOT_SUSTAINEDPER_NONDIS,L2_NOT_CAPTUREDPER_NONDIS,LALLOTH_COHORT,LALLOTH_OVERALL,LALLOTH_APPREN,LALLOTH_EDUCATION,LALLOTH_FE,LALLOTH_HE,LALLOTH_OTHER_EDU,LALLOTH_EMPLOYMENT,LALLOTH_NOT_SUSTAINED,LALLOTH_NOT_CAPTURED,LALLOTH_OVERALLPER,LALLOTH_APPRENPER,LALLOTH_EDUCATIONPER,LALLOTH_FEPER,LALLOTH_HEPER,LALLOTH_OTHER_EDUPER,LALLOTH_EMPLOYMENTPER,LALLOTH_NOT_SUSTAINEDPER,LALLOTH_NOT_CAPTUREDPER,LALLOTH_COHORT_DIS,LALLOTH_OVERALL_DIS,LALLOTH_APPREN_DIS,LALLOTH_EDUCATION_DIS,LALLOTH_FE_DIS,LALLOTH_HE_DIS,LALLOTH_OTHER_EDU_DIS,LALLOTH_EMPLOYMENT_DIS,LALLOTH_NOT_SUSTAINED_DIS,LALLOTH_NOT_CAPTURED_DIS,LALLOTH_OVERALLPER_DIS,LALLOTH_APPRENPER_DIS,LALLOTH_EDUCATIONPER_DIS,LALLOTH_FEPER_DIS,LALLOTH_HEPER_DIS,LALLOTH_OTHER_EDUPER_DIS,LALLOTH_EMPLOYMENTPER_DIS,LALLOTH_NOT_SUSTAINEDPER_DIS,LALLOTH_NOT_CAPTUREDPER_DIS,LALLOTH_COHORT_NONDIS,LALLOTH_OVERALL_NONDIS,LALLOTH_APPREN_NONDIS,LALLOTH_EDUCATION_NONDIS,LALLOTH_FE_NONDIS,LALLOTH_HE_NONDIS,LALLOTH_OTHER_EDU_NONDIS,LALLOTH_EMPLOYMENT_NONDIS,LALLOTH_NOT_SUSTAINED_NONDIS,LALLOTH_NOT_CAPTURED_NONDIS,LALLOTH_OVERALLPER_NONDIS,LALLOTH_APPRENPER_NONDIS,LALLOTH_EDUCATIONPER_NONDIS,LALLOTH_FEPER_NONDIS,LALLOTH_HEPER_NONDIS,LALLOTH_OTHER_EDUPER_NONDIS,LALLOTH_EMPLOYMENTPER_NONDIS,LALLOTH_NOT_SUSTAINEDPER_NONDIS,LALLOTH_NOT_CAPTUREDPER_NONDIS
1,831,4177,112951,The Bemrose School,FD,0,0,30,20,3,13,1,11,1,4,9,1,67%,10%,43%,3%,37%,3%,13%,30%,3%,13,9,SUPP,6,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,69%,SUPP,46%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,17,11,SUPP,7,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,65%,SUPP,41%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,18,15,1,11,0,11,0,3,3,0,83%,6%,61%,0%,61%,0%,17%,17%,0%,4,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,0,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,0%,14,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,0,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,0%,8,4,1,2,1,0,1,1,3,1,50%,13%,25%,13%,0%,13%,13%,38%,13%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,831,4178,145327,Derby Moor Spencer Academy,ACC,0,0,94,78,6,63,3,60,0,9,11,5,83%,6%,67%,3%,64%,0%,10%,12%,5%,20,18,0,15,1,14,0,3,2,0,90%,0%,75%,5%,70%,0%,15%,10%,0%,74,60,6,48,2,46,0,6,9,5,81%,8%,65%,3%,62%,0%,8%,12%,7%,94,78,6,63,3,60,0,9,11,5,83%,6%,67%,3%,64%,0%,10%,12%,5%,20,18,0,15,1,14,0,3,2,0,90%,0%,75%,5%,70%,0%,15%,10%,0%,74,60,6,48,2,46,0,6,9,5,81%,8%,65%,3%,62%,0%,8%,12%,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,831,4182,112956,Littleover Community School,CY,0,0,179,157,13,120,1,119,0,24,13,9,88%,7%,67%,1%,66%,0%,13%,7%,5%,14,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,7%,SUPP,165,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,12,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,7%,SUPP,178,157,13,120,1,119,0,24,12,9,88%,7%,67%,1%,67%,0%,13%,7%,5%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,831,4607,138622,"Saint Benedict, A Catholic Voluntary Academy",ACC,0,0,71,59,2,45,2,43,0,12,9,3,83%,3%,63%,3%,61%,0%,17%,13%,4%,12,10,SUPP,8,SUPP,SUPP,0,SUPP,1,1,83%,SUPP,67%,SUPP,SUPP,0%,SUPP,8%,8%,59,49,SUPP,37,SUPP,SUPP,0,SUPP,8,2,83%,SUPP,63%,SUPP,SUPP,0%,SUPP,14%,3%,68,57,1,45,2,43,0,11,8,3,84%,1%,66%,3%,63%,0%,16%,12%,4%,11,SUPP,SUPP,8,SUPP,SUPP,0,SUPP,SUPP,1,SUPP,SUPP,73%,SUPP,SUPP,0%,SUPP,SUPP,9%,57,SUPP,SUPP,37,SUPP,SUPP,0,SUPP,SUPP,2,SUPP,SUPP,65%,SUPP,SUPP,0%,SUPP,SUPP,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,831,5414,137911,Allestree Woodlands School,ACC,0,0,100,88,7,48,1,47,0,33,9,3,88%,7%,48%,1%,47%,0%,33%,9%,3%,9,8,SUPP,5,SUPP,SUPP,0,SUPP,1,0,89%,SUPP,56%,SUPP,SUPP,0%,SUPP,11%,0%,91,80,SUPP,43,SUPP,SUPP,0,SUPP,8,3,88%,SUPP,47%,SUPP,SUPP,0%,SUPP,9%,3%,96,84,5,48,1,47,0,31,9,3,88%,5%,50%,1%,49%,0%,32%,9%,3%,8,7,SUPP,5,SUPP,SUPP,0,SUPP,1,0,88%,SUPP,63%,SUPP,SUPP,0%,SUPP,13%,0%,88,77,SUPP,43,SUPP,SUPP,0,SUPP,8,3,88%,SUPP,49%,SUPP,SUPP,0%,SUPP,9%,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,831,4006,143934,Lees Brook Academy,ACC,0,0,53,34,5,19,17,0,2,10,16,3,64%,9%,36%,32%,0%,4%,19%,30%,6%,28,16,2,12,SUPP,0,SUPP,2,SUPP,SUPP,57%,7%,43%,SUPP,0%,SUPP,7%,SUPP,SUPP,25,18,3,7,SUPP,0,SUPP,8,SUPP,SUPP,72%,12%,28%,SUPP,0%,SUPP,32%,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,34,24,4,15,13,0,2,5,9,1,71%,12%,44%,38%,0%,6%,15%,26%,3%,19,11,SUPP,SUPP,SUPP,0,SUPP,1,SUPP,SUPP,58%,SUPP,SUPP,SUPP,0%,SUPP,5%,SUPP,SUPP,15,13,SUPP,SUPP,SUPP,0,SUPP,4,SUPP,SUPP,87%,SUPP,SUPP,SUPP,0%,SUPP,27%,SUPP,SUPP,15,8,1,4,4,0,0,3,5,2,53%,7%,27%,27%,0%,0%,20%,33%,13%,9,5,SUPP,SUPP,SUPP,0,0,1,SUPP,SUPP,56%,SUPP,SUPP,SUPP,0%,0%,11%,SUPP,SUPP,6,3,SUPP,SUPP,SUPP,0,0,2,SUPP,SUPP,50%,SUPP,SUPP,SUPP,0%,0%,33%,SUPP,SUPP
1,831,4010,147685,UTC Derby Pride Park,UTC,0,0,29,22,12,2,0,2,0,8,5,2,76%,41%,7%,0%,7%,0%,28%,17%,7%,10,7,3,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,70%,30%,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,19,15,9,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,79%,47%,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,21,17,10,2,0,2,0,5,2,2,81%,48%,10%,0%,10%,0%,24%,10%,10%,8,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,13,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
LA,831,,,,,,,3281,2543,385,1186,264,917,5,972,562,176,78%,12%,36%,8%,28%,SP,30%,17%,5%,870,580,65,245,SUPP,145,SUPP,265,235,60,67%,8%,28%,SUPP,17%,SUPP,31%,27%,7%,2410,1965,320,940,SUPP,770,SUPP,705,330,120,82%,13%,39%,SUPP,32%,SUPP,29%,14%,5%,1910,1638,170,973,75,897,1,495,197,75,86%,9%,51%,4%,47%,SP,26%,10%,4%,365,295,25,165,SUPP,140,SUPP,105,50,20,80%,7%,45%,SUPP,38%,SUPP,28%,14%,6%,1545,1345,145,810,SUPP,755,SUPP,390,145,55,87%,9%,53%,SUPP,49%,SUPP,25%,9%,4%,911,620,145,148,130,15,3,327,230,61,68%,16%,16%,14%,2%,SP,36%,25%,7%,335,190,30,55,45,SUPP,SUPP,110,120,20,57%,8%,16%,14%,SUPP,SUPP,32%,37%,7%,575,430,115,95,85,SUPP,SUPP,220,110,40,75%,20%,16%,14%,SUPP,SUPP,38%,19%,7%,460,285,70,65,59,5,1,150,135,40,62%,15%,14%,13%,1%,SP,33%,29%,9%,170,95,15,30,30,SUPP,SUPP,55,60,15,57%,8%,17%,16%,SUPP,SUPP,32%,35%,9%,290,190,55,35,30,SUPP,SUPP,95,75,25,65%,20%,13%,11%,SUPP,SUPP,33%,26%,9%
1,838,4002,141735,The Sir John Colfox Academy,ACC,0,0,55,46,3,13,1,12,0,30,6,3,84%,5%,24%,2%,22%,0%,55%,11%,5%,4,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,51,43,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,84%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,42,35,1,11,0,11,0,23,5,2,83%,2%,26%,0%,26%,0%,55%,12%,5%,1,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,41,SUPP,SUPP,11,0,11,0,23,SUPP,2,SUPP,SUPP,27%,0%,27%,0%,56%,SUPP,5%,6,4,0,0,0,0,0,4,1,1,67%,0%,0%,0%,0%,0%,67%,17%,17%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,7,7,2,2,1,1,0,3,0,0,100%,29%,29%,14%,14%,0%,43%,0%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,838,4005,147443,Budmouth Academy Weymouth,AC,0,0,137,106,10,40,1,34,5,56,22,9,77%,7%,29%,1%,25%,4%,41%,16%,7%,22,17,SUPP,SUPP,SUPP,SUPP,SUPP,10,3,2,77%,SUPP,SUPP,SUPP,SUPP,SUPP,45%,14%,9%,115,89,SUPP,SUPP,SUPP,SUPP,SUPP,46,19,7,77%,SUPP,SUPP,SUPP,SUPP,SUPP,40%,17%,6%,126,99,9,40,1,34,5,50,20,7,79%,7%,32%,1%,27%,4%,40%,16%,6%,20,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,106,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,9,7,1,0,0,0,0,6,2,0,78%,11%,0%,0%,0%,0%,67%,22%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,838,4022,113854,Ferndown Upper School,CY,0,0,119,97,6,48,2,36,10,43,12,10,82%,5%,40%,2%,30%,8%,36%,10%,8%,15,11,SUPP,6,0,5,1,SUPP,2,2,73%,SUPP,40%,0%,33%,7%,SUPP,13%,13%,104,86,SUPP,42,2,31,9,SUPP,10,8,83%,SUPP,40%,2%,30%,9%,SUPP,10%,8%,102,90,6,47,2,36,9,37,10,2,88%,6%,46%,2%,35%,9%,36%,10%,2%,11,9,SUPP,SUPP,0,5,SUPP,3,SUPP,SUPP,82%,SUPP,SUPP,0%,45%,SUPP,27%,SUPP,SUPP,91,81,SUPP,SUPP,2,31,SUPP,34,SUPP,SUPP,89%,SUPP,SUPP,2%,34%,SUPP,37%,SUPP,SUPP,10,3,0,1,0,0,1,2,2,5,30%,0%,10%,0%,0%,10%,20%,20%,50%,2,SUPP,0,SUPP,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,0%,SUPP,SUPP,SUPP,SUPP,8,SUPP,0,SUPP,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,0%,SUPP,SUPP,SUPP,SUPP,7,4,0,0,0,0,0,4,0,3,57%,0%,0%,0%,0%,0%,57%,0%,43%,2,SUPP,0,0,0,0,0,SUPP,0,SUPP,SUPP,0%,0%,0%,0%,0%,SUPP,0%,SUPP,5,SUPP,0,0,0,0,0,SUPP,0,SUPP,SUPP,0%,0%,0%,0%,0%,SUPP,0%,SUPP
1,838,4024,148737,The Purbeck School,ACC,0,0,78,65,5,24,1,23,0,36,7,6,83%,6%,31%,1%,29%,0%,46%,9%,8%,10,8,1,1,SUPP,SUPP,0,6,1,1,80%,10%,10%,SUPP,SUPP,0%,60%,10%,10%,68,57,4,23,SUPP,SUPP,0,30,6,5,84%,6%,34%,SUPP,SUPP,0%,44%,9%,7%,73,62,4,24,1,23,0,34,5,6,85%,5%,33%,1%,32%,0%,47%,7%,8%,9,7,SUPP,1,SUPP,SUPP,0,SUPP,1,1,78%,SUPP,11%,SUPP,SUPP,0%,SUPP,11%,11%,64,55,SUPP,23,SUPP,SUPP,0,SUPP,4,5,86%,SUPP,36%,SUPP,SUPP,0%,SUPP,6%,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
